SN,en,new,,,,,,,,,,,,,,,,,,,,,,,
210,Another version of crayfish étouffée,क्रे न्या इतूफेया छगू रुप,,,,,,,,,,,,,,,,,,,,,,,
211,See also,स्वयादिसँ,,,,,,,,,,,,,,,,,,,,,,,
212,"Classical bell tutus in The Dance Class by Degas, 1874",एद्गार देगासजु या सन् १८७४स किपा द दान्स क्लासय् क्लासिक बेल तुतु,,,,,,,,,,,,,,,,,,,,,,,
213,"Examples of this are Russian ballet, French ballet, and Italian ballet. Later variations, such as contemporary ballet and neoclassical ballet, incorporate both classical ballet and non-traditional technique and movement. Perhaps the most widely known and performed ballet style is late Romantic ballet (or Ballet blanc), a classical style that focuses on female dancers (ballerinas) and features pointe work, flowing and precise movements, and often presents the female dancers in traditional, long white tutus.","ब्यालेय् इतालियन पूनर्जागरण काल निसें हे शैलीगत विविधताया उत्पत्ति व विकास जूगु खनेदु। प्रारम्भिक, शास्त्रीय भिन्नताया उत्पत्ति प्राथमिक रुपय् भौगोलिक कथं उत्पत्ति जुल। दसु: रसियन ब्याले, फ्रेञ्च ब्याले, व इतालियन ब्याले । लिपाया भिन्नता दसु समकालीन ब्याले व नवशास्त्रीय ब्याले धाःसा शास्त्रीय व नव-परम्परागत पद्धति व प्रवृत्तिया लिच्वःया रुपय् दयावल। सम्भवतः, दकलय् प्रचलित व प्रदर्शित ब्याले शैली उत्तरार्धिक रोमान्तिक ब्याले (वा ब्याले ब्लांक) ख। थ्व छकथंया शास्त्रीय शैली ख गुकिलि मिसा प्याखँहुलामि (ब्यालेरिना) व पोइन्ते ज्या दयाच्वनि। थुकिलि तरल व सुनिश्चित चाल दयाच्वनि, व प्याखँहुलामिं परम्परागत तुयु ताःहाकःगु तुतु वसलय् दयाच्वनि।",,,,,,,,,,,,,,,,,,,,,,,
214,No meat?,ला-मा-डु-ला?,,,,,,,,,,,,,,,,,,,,,,,
215,We will have fish tomorrow,क-नहे न्या द-ये-के-गु,,,,,,,,,,,,,,,,,,,,,,,
216,May I step inside?,डु-ने वा-ने जी ला?,,,,,,,,,,,,,,,,,,,,,,,
217,Youngest child,अइला,,,,,,,,,,,,,,,,,,,,,,,
218,In a hurry,अइल्मय,,,,,,,,,,,,,,,,,,,,,,,
219,He struck so severly that the child fainted,वम अचलय दल आले मच बन वन  ,,,,,,,,,,,,,,,,,,,,,,,
220,Evil spirit,अगति,,,,,,,,,,,,,,,,,,,,,,,
221,ordinary,अगति,,,,,,,,,,,,,,,,,,,,,,,
222,Secret,अगम,,,,,,,,,,,,,,,,,,,,,,,
223,Day labourer in brick kiln,अगः,,,,,,,,,,,,,,,,,,,,,,,
224,Properly,न्हाबुक,,,,,,,,,,,,,,,,,,,,,,,
225,property,सम्पति,,,,,,,,,,,,,,,,,,,,,,,
226,proportionate,दामासाइ,,,,,,,,,,,,,,,,,,,,,,,
227,gambler,जुयाह:,,,,,,,,,,,,,,,,,,,,,,,
228,He has become old now,वा नाम अह ल जेथला,,,,,,,,,,,,,,,,,,,,,,,
229,I was astonised at hearing that child's remark,वा मचयागु ख म नेनह जी ज्यः जुल,,,,,,,,,,,,,,,,,,,,,,,
230,I will pay you according to your achievement,चंगु ज्या स्वयः जिम धेबा बि ,,,,,,,,,,,,,,,,,,,,,,,
231,What is the result of your going?,छ वनागु ज्या छु जुल?,,,,,,,,,,,,,,,,,,,,,,,
232,He will use you only as a tool and dismiss you,चन्ता ज्याय छेले आले वम च्वाया बि,,,,,,,,,,,,,,,,,,,,,,,
233,I helped with his son's marriage,जिम वाय केय भ्वजय ज्याय च्वना बिया,,,,,,,,,,,,,,,,,,,,,,,
234,He has got to work as an employee,वाय  ज्याय च्वाने मह ,,,,,,,,,,,,,,,,,,,,,,,
235,He was useful,वा ज्याय वाला,,,,,,,,,,,,,,,,,,,,,,,
236,That dog is as dear as life to me,जितः वा खिच ज्यान थेम यह,,,,,,,,,,,,,,,,,,,,,,,
237,He did not listen the slighest bit,ज्यान वाने वम खाम मन्यः,,,,,,,,,,,,,,,,,,,,,,,
238,One hour was lost,छ घु ज्यपः बित,,,,,,,,,,,,,,,,,,,,,,,
239,Farmer,ज्यापु,,,,,,,,,,,,,,,,,,,,,,,
240,Cotton seed,ज्यापु,,,,,,,,,,,,,,,,,,,,,,,
241,Cotton seed oil,ज्यपुचिकं,,,,,,,,,,,,,,,,,,,,,,,
242,Female Farmer,ज्यापु-नी,,,,,,,,,,,,,,,,,,,,,,,
243,Men's words and actions should be in accordance,मनुतय धपू वा ज्यापु चु लाए मह,,,,,,,,,,,,,,,,,,,,,,,
244,To cultivate,ज्याये,,,,,,,,,,,,,,,,,,,,,,,
245,Today he earned more than tweleve rupees,थुम वाय ज्याला झिम्निर्कम मायाका केन,,,,,,,,,,,,,,,,,,,,,,,
246,"Do as you can, as you like",ज्युठेम या,,,,,,,,,,,,,,,,,,,,,,,
247,to misunderstand,ज्वं छुये,,,,,,,,,,,,,,,,,,,,,,,
248,way of holding,ज्वंपू,,,,,,,,,,,,,,,,,,,,,,,
249,things held in the hand,ज्वंसा,,,,,,,,,,,,,,,,,,,,,,,
250,to be mad with fury,ज्वखाये,,,,,,,,,,,,,,,,,,,,,,,
251,calendar,नागुमन,,,,,,,,,,,,,,,,,,,,,,,
252,small iron globe,नागुली,,,,,,,,,,,,,,,,,,,,,,,
253,glutton,नागुलु,,,,,,,,,,,,,,,,,,,,,,,
254,iron ring,नाचह,,,,,,,,,,,,,,,,,,,,,,,
255,iron handle ,नचु,,,,,,,,,,,,,,,,,,,,,,,
256,star constellation,नछेत्र ,,,,,,,,,,,,,,,,,,,,,,,
257,eating,नज्या ,,,,,,,,,,,,,,,,,,,,,,,
258,to feast ,याये,,,,,,,,,,,,,,,,,,,,,,,
259,"different dishes, courses at a feast",नज्वलमं ,,,,,,,,,,,,,,,,,,,,,,,
260,small talk,नतसुत,,,,,,,,,,,,,,,,,,,,,,,
261,greeting,नतसुत,,,,,,,,,,,,,,,,,,,,,,,
262,to be on good terms,दये,,,,,,,,,,,,,,,,,,,,,,,
263,"to speak out, to speak frankly",नता:कये ,,,,,,,,,,,,,,,,,,,,,,,
264,to take care,नता:कये ,,,,,,,,,,,,,,,,,,,,,,,
265,poker,नति,,,,,,,,,,,,,,,,,,,,,,,
266,iron rod with a loop,नति,,,,,,,,,,,,,,,,,,,,,,,
267,nitikuti,नतिकुती,,,,,,,,,,,,,,,,,,,,,,,
268,iron fetters,नतिसा,,,,,,,,,,,,,,,,,,,,,,,
269,dancer,नतुवा,,,,,,,,,,,,,,,,,,,,,,,
270,knitting needle,नतु,,,,,,,,,,,,,,,,,,,,,,,
271,spindle,नतु,,,,,,,,,,,,,,,,,,,,,,,
272,awl,नतु,,,,,,,,,,,,,,,,,,,,,,,
273,otherwise,नत्र,,,,,,,,,,,,,,,,,,,,,,,
274,"hard stone, also used as an anvil",नत्यफि,,,,,,,,,,,,,,,,,,,,,,,
275,"alphabet, learning",नन,,,,,,,,,,,,,,,,,,,,,,,
276,clothes,नन,,,,,,,,,,,,,,,,,,,,,,,
277,"soon, promptly",ननानं,,,,,,,,,,,,,,,,,,,,,,,
278,horn of an evil,नना,,,,,,,,,,,,,,,,,,,,,,,
279,courtyard,ननि,,,,,,,,,,,,,,,,,,,,,,,
280,to taste,नने,,,,,,,,,,,,,,,,,,,,,,,
281,to have experience,अइंथ्या,,,,,,,,,,,,,,,,,,,,,,,
282,historical,अइतिहासिक​,,,,,,,,,,,,,,,,,,,,,,,
283,indra's elephant,अईराबित​,,,,,,,,,,,,,,,,,,,,,,,
284,contrary,अइलं,,,,,,,,,,,,,,,,,,,,,,,
285,"last, youngest child",अइल​,,,,,,,,,,,,,,,,,,,,,,,
286,youngest child,अइलाकाय्,,,,,,,,,,,,,,,,,,,,,,,
287,youngest child,मचा,,,,,,,,,,,,,,,,,,,,,,,
288,"youngest child, youngest daughter",म्ह्याय्,,,,,,,,,,,,,,,,,,,,,,,
289,"in a moment, in a hurry",अइल्मय्,,,,,,,,,,,,,,,,,,,,,,,
290,"in a moment, in a hurry",अइल्मय्,,,,,,,,,,,,,,,,,,,,,,,
291,"luxury, pleasure",अइस,,,,,,,,,,,,,,,,,,,,,,,
292,king of child's disease causing weakness,अइसा,,,,,,,,,,,,,,,,,,,,,,,
293,"prosperity, fourtune, dominon, power",अइस्वर्य,,,,,,,,,,,,,,,,,,,,,,,
294,inauspicious time,अई,,,,,,,,,,,,,,,,,,,,,,,
295,"fifteen day of the dark half of the lunar month, new moon day",औंसि,,,,,,,,,,,,,,,,,,,,,,,
296,"circumstance, position, social status",अउकात,,,,,,,,,,,,,,,,,,,,,,,
297,malaria,अउल,,,,,,,,,,,,,,,,,,,,,,,
298,to catch malaria,अउलं काये,,,,,,,,,,,,,,,,,,,,,,,
299,to die from malaria,अउलं सिये,,,,,,,,,,,,,,,,,,,,,,,
300,malaria,ज्वर​,,,,,,,,,,,,,,,,,,,,,,,
301,"opportunity, occasion, chance",अउसर,,,,,,,,,,,,,,,,,,,,,,,
302,expressing assent or approval,अँ,,,,,,,,,,,,,,,,,,,,,,,
303,"bowels, entrials, intestines",अँत​,,,,,,,,,,,,,,,,,,,,,,,
304,mango,अं,,,,,,,,,,,,,,,,,,,,,,,
305,"nicely, carefully",अं,,,,,,,,,,,,,,,,,,,,,,,
306,long stick with loop on the end used to thread a loon,अंकथि,,,,,,,,,,,,,,,,,,,,,,,
307,"hook, iron rod for lifting things, hook for controlling elephants",अंकुसि,,,,,,,,,,,,,,,,,,,,,,,
308,"wall, brick",अंग​,,,,,,,,,,,,,,,,,,,,,,,
309,cross tie of an inner and outer frame,ता,,,,,,,,,,,,,,,,,,,,,,,
310,infant who is learning to stand,अंगधाचा,,,,,,,,,,,,,,,,,,,,,,,
311,to encourage an infant to stand up,याये,,,,,,,,,,,,,,,,,,,,,,,
312,to encourage an infant to stand up,स्वये,,,,,,,,,,,,,,,,,,,,,,,
313,"joint bet, ween bricks",अंगहभु,,,,,,,,,,,,,,,,,,,,,,,
314,wall edge,सिलि,,,,,,,,,,,,,,,,,,,,,,,
315,"to climb a wall, to try to burgle",सिलि गये,,,,,,,,,,,,,,,,,,,,,,,
316,grape,अंगुर​,,,,,,,,,,,,,,,,,,,,,,,
317,"ring, finger",अंगु,,,,,,,,,,,,,,,,,,,,,,,
318,long stick with loop on the end used to thread a loon,कथि,,,,,,,,,,,,,,,,,,,,,,,
319,space between fingers,कापि,,,,,,,,,,,,,,,,,,,,,,,
320,distance between the tip of the ring finger and the tip of the thumb fully spread,कुला,,,,,,,,,,,,,,,,,,,,,,,
321,one digit,छि,,,,,,,,,,,,,,,,,,,,,,,
322,to slip a ring on one's finger,न्ह्याये,,,,,,,,,,,,,,,,,,,,,,,
323,ring finger,पचिं,,,,,,,,,,,,,,,,,,,,,,,
324,"finger, ring finger",ला,,,,,,,,,,,,,,,,,,,,,,,
325,englishman,अंग्रेज​,,,,,,,,,,,,,,,,,,,,,,,
326,english language,भाय्,,,,,,,,,,,,,,,,,,,,,,,
327,fig tree,अंजिर​,,,,,,,,,,,,,,,,,,,,,,,
328,king of wild vegetable in paddy field,अंतलिचा,,,,,,,,,,,,,,,,,,,,,,,
329,to be lazy,अंतुये,,,,,,,,,,,,,,,,,,,,,,,
330,lazy,अंतू,,,,,,,,,,,,,,,,,,,,,,,
331,estimate,अंदाज​,,,,,,,,,,,,,,,,,,,,,,,
332,laziness,अंदाज​ पह​,,,,,,,,,,,,,,,,,,,,,,,
333,laziness,सु,,,,,,,,,,,,,,,,,,,,,,,
334,cake of dried mango juice,अंपि,,,,,,,,,,,,,,,,,,,,,,,
335,horrible,जुये,,,,,,,,,,,,,,,,,,,,,,,
336,mango tree,आंमा,,,,,,,,,,,,,,,,,,,,,,,
337,cake of dried mango juice,मारा,,,,,,,,,,,,,,,,,,,,,,,
338,independence,अंला,,,,,,,,,,,,,,,,,,,,,,,
339,wall plate,अंलाय्,,,,,,,,,,,,,,,,,,,,,,,
340,to balance,अंलाये,,,,,,,,,,,,,,,,,,,,,,,
341,share,अंस​,,,,,,,,,,,,,,,,,,,,,,,
342,to divide an inheritance,थये,,,,,,,,,,,,,,,,,,,,,,,
343,to be similar,वये,,,,,,,,,,,,,,,,,,,,,,,
344,to decorate with an,वय्के,,,,,,,,,,,,,,,,,,,,,,,
345,share an inheritance,अंसाबन्दा,,,,,,,,,,,,,,,,,,,,,,,
346,share an inheritance,भाग​,,,,,,,,,,,,,,,,,,,,,,,
347,"to be perplexe, to be confused",अकमकय्,,,,,,,,,,,,,,,,,,,,,,,
348,kind of medicinal herb used to clear the throat,अकर्कला,,,,,,,,,,,,,,,,,,,,,,,
349,official record,अकर्न​,,,,,,,,,,,,,,,,,,,,,,,
350,wisdom,अकल​,,,,,,,,,,,,,,,,,,,,,,,
351,intelligent,दुम्ह​,,,,,,,,,,,,,,,,,,,,,,,
352,unexpectedly,अकस्मित​,,,,,,,,,,,,,,,,,,,,,,,
353,strangers,अकाय्,,,,,,,,,,,,,,,,,,,,,,,
354,"there, over there",अकाय्मा,,,,,,,,,,,,,,,,,,,,,,,
355,famine,अकाल​,,,,,,,,,,,,,,,,,,,,,,,
356,implying pity,अका,,,,,,,,,,,,,,,,,,,,,,,
357,cornice brick,अकुलां,,,,,,,,,,,,,,,,,,,,,,,
358,dilemma,अक्कर​,,,,,,,,,,,,,,,,,,,,,,,
359,generally,"अक्सर​, याना",,,,,,,,,,,,,,,,,,,,,,,
360,opposite direction,अखतं,,,,,,,,,,,,,,,,,,,,,,,
361,Best wishes for this wonderful work,थ्व भिंगु ज्याया नितिं यक्व यक्व भिंतुना देछाना ।,,,,,,,,,,,,,,,,,,,,,,,
362,to turn inside out,लाके,,,,,,,,,,,,,,,,,,,,,,,
363,to be turned round,लाये,,,,,,,,,,,,,,,,,,,,,,,
364,to be reversed,अखये,,,,,,,,,,,,,,,,,,,,,,,
365,stadium,अखारा,,,,,,,,,,,,,,,,,,,,,,,
366,reverse,अख,,,,,,,,,,,,,,,,,,,,,,,
367,wrong purpose,ज्या,,,,,,,,,,,,,,,,,,,,,,,
368,to reverse,त्याये,,,,,,,,,,,,,,,,,,,,,,,
369,vice versa,न्ह्यहख​,,,,,,,,,,,,,,,,,,,,,,,
370,opposing,बतं,,,,,,,,,,,,,,,,,,,,,,,
371,paste for kite strings,माजा,,,,,,,,,,,,,,,,,,,,,,,
372,kite string pasted against the grain,तःगूसुका,,,,,,,,,,,,,,,,,,,,,,,
373,in opposite directions,मय्का,,,,,,,,,,,,,,,,,,,,,,,
374,garland,मा,,,,,,,,,,,,,,,,,,,,,,,
375,to turn inside out,लाके,,,,,,,,,,,,,,,,,,,,,,,
376,to be turned inside out,लाये,,,,,,,,,,,,,,,,,,,,,,,
377,penis,अखुं,,,,,,,,,,,,,,,,,,,,,,,
378,on the day,अखुनु,,,,,,,,,,,,,,,,,,,,,,,
379,authorization,अख्तियार​,,,,,,,,,,,,,,,,,,,,,,,
380,red pepper,अखबर्मल्ता,,,,,,,,,,,,,,,,,,,,,,,
381,newspaper,अखबार​,,,,,,,,,,,,,,,,,,,,,,,
382,insignificant,अगं तगं,,,,,,,,,,,,,,,,,,,,,,,
383,ordinary,अगतय्,,,,,,,,,,,,,,,,,,,,,,,
384,i will drop in at your house,जि चमथया अगतय जक भ्य्,,,,,,,,,,,,,,,,,,,,,,,
385,evil spirit,अगति,,,,,,,,,,,,,,,,,,,,,,,
386,cry out,हाले,,,,,,,,,,,,,,,,,,,,,,,
387,namuye,नन मुये ,,,,,,,,,,,,,,,,,,,,,,,
388,piece of pumpkin,नपि,,,,,,,,,,,,,,,,,,,,,,,
389,cooking,नपाख,,,,,,,,,,,,,,,,,,,,,,,
390,diet,नबसम,,,,,,,,,,,,,,,,,,,,,,,
391,manner of eating,नपु,,,,,,,,,,,,,,,,,,,,,,,
392,kind of tibetan multicolored wollen cloth,नबु,,,,,,,,,,,,,,,,,,,,,,,
393,iron cooking pan,नभाज,,,,,,,,,,,,,,,,,,,,,,,
394,table manners,नभाय,,,,,,,,,,,,,,,,,,,,,,,
395,flattery,नभाय,,,,,,,,,,,,,,,,,,,,,,,
396,to worship,नमलपे ,,,,,,,,,,,,,,,,,,,,,,,
397,namaskar,नमस्कार,,,,,,,,,,,,,,,,,,,,,,,
398,namaste,नमस्ते,,,,,,,,,,,,,,,,,,,,,,,
399,"kind of song, sung at the end of a feast to ward off evil spirits",नमामी,,,,,,,,,,,,,,,,,,,,,,,
400,hard pulse,नमाय,,,,,,,,,,,,,,,,,,,,,,,
401,rude person,नमाय,,,,,,,,,,,,,,,,,,,,,,,
402,to crack up,नमुये,,,,,,,,,,,,,,,,,,,,,,,
403,scarce,नम्चम,,,,,,,,,,,,,,,,,,,,,,,
404,number,नम्बर,,,,,,,,,,,,,,,,,,,,,,,
405,pure,नम्बरि,,,,,,,,,,,,,,,,,,,,,,,
406,infamous,नम्बरि,,,,,,,,,,,,,,,,,,,,,,,
407,notorious thief,खुं,,,,,,,,,,,,,,,,,,,,,,,
408,polite,नम्र,,,,,,,,,,,,,,,,,,,,,,,
409,humble,नम्र,,,,,,,,,,,,,,,,,,,,,,,
410,to eat,नयनी याये,,,,,,,,,,,,,,,,,,,,,,,
411,to eat,नये,,,,,,,,,,,,,,,,,,,,,,,
412,to accept a bribe,घुस नये,,,,,,,,,,,,,,,,,,,,,,,
413,to feel nausea,नयेम चाये,,,,,,,,,,,,,,,,,,,,,,,
414,to be sick,नयेम चाये,,,,,,,,,,,,,,,,,,,,,,,
415,man,नर,,,,,,,,,,,,,,,,,,,,,,,
416,goblin,नर पिसाच,,,,,,,,,,,,,,,,,,,,,,,
417,devil,नर पिसाच,,,,,,,,,,,,,,,,,,,,,,,
418,mythological figure,नर सिंग,,,,,,,,,,,,,,,,,,,,,,,
419,flash of lightning,नर सिंग,,,,,,,,,,,,,,,,,,,,,,,
420,threatening,नर्थक,,,,,,,,,,,,,,,,,,,,,,,
421,ungrateful person,नलभु,,,,,,,,,,,,,,,,,,,,,,,
422,germinated barley and wheat,नला,,,,,,,,,,,,,,,,,,,,,,,
423,green fodder for animals,नला,,,,,,,,,,,,,,,,,,,,,,,
424,to shine brightly,नलां थिये,,,,,,,,,,,,,,,,,,,,,,,
425,pipe,नली,,,,,,,,,,,,,,,,,,,,,,,
426,shin,नली,,,,,,,,,,,,,,,,,,,,,,,
427,blood vessel,नली,,,,,,,,,,,,,,,,,,,,,,,
428,long strip of meat or cloth,नली,,,,,,,,,,,,,,,,,,,,,,,
429,flesh,नलू,,,,,,,,,,,,,,,,,,,,,,,
430,kind of glass bead,नल्चा,,,,,,,,,,,,,,,,,,,,,,,
431,to burn down swiftly,नल्ल वने,,,,,,,,,,,,,,,,,,,,,,,
432,"kind of insect eating cloth, moth",नव,,,,,,,,,,,,,,,,,,,,,,,
433,nine,नव,,,,,,,,,,,,,,,,,,,,,,,
434,the nine planets,नव ग्रह,,,,,,,,,,,,,,,,,,,,,,,
435,set of nine musical instrument,नव जलं,,,,,,,,,,,,,,,,,,,,,,,
436,festival of the nine alms,नव दान,,,,,,,,,,,,,,,,,,,,,,,
437,festival of the nine durgas,नव दुर्गा,,,,,,,,,,,,,,,,,,,,,,,
438,mongoose,नव,,,,,,,,,,,,,,,,,,,,,,,
439,stinking,नव,,,,,,,,,,,,,,,,,,,,,,,
440,mint,नव घाय,,,,,,,,,,,,,,,,,,,,,,,
441,shrew,नव छुँ,,,,,,,,,,,,,,,,,,,,,,,
442,a kind of goat,नव दुगु,,,,,,,,,,,,,,,,,,,,,,,
443,kind of flower,नव स्वां,,,,,,,,,,,,,,,,,,,,,,,
444,evil spirit,अगति,,,,,,,,,,,,,,,,,,,,,,,
445,leisurely,अगतिं,,,,,,,,,,,,,,,,,,,,,,,
446,plainly dressed,न्ह्याये,,,,,,,,,,,,,,,,,,,,,,,
447,upper garments,फिये,,,,,,,,,,,,,,,,,,,,,,,
448,unknown,अगम​,,,,,,,,,,,,,,,,,,,,,,,
449,shorea robusta,अगराख,,,,,,,,,,,,,,,,,,,,,,,
450,agatim,अगसिं,,,,,,,,,,,,,,,,,,,,,,,
451,greedy person,अगस्ति,,,,,,,,,,,,,,,,,,,,,,,
452,greediness,अगस्ति पह​,,,,,,,,,,,,,,,,,,,,,,,
453,brick-kiln,अगः,,,,,,,,,,,,,,,,,,,,,,,
454,day labourer,कःमि,,,,,,,,,,,,,,,,,,,,,,,
455,small house without windows,छें,,,,,,,,,,,,,,,,,,,,,,,
456,owner of brick-kilns,नायः,,,,,,,,,,,,,,,,,,,,,,,
457,fire pit,अगिं,,,,,,,,,,,,,,,,,,,,,,,
458,to revolt,थने,,,,,,,,,,,,,,,,,,,,,,,
459,scared fire which is always kept lit,मथः,,,,,,,,,,,,,,,,,,,,,,,
460,fragnant aloe wood,अगुरु,,,,,,,,,,,,,,,,,,,,,,,
461,stove ,अगूचा,,,,,,,,,,,,,,,,,,,,,,,
462,upturned palm,अगेला,,,,,,,,,,,,,,,,,,,,,,,
463,to offer with the wrong hand,अगेलांतये,,,,,,,,,,,,,,,,,,,,,,,
464,leader,अग्गा,,,,,,,,,,,,,,,,,,,,,,,
465,to be prominent,जुये,,,,,,,,,,,,,,,,,,,,,,,
466,to start a game of marbles,याये,,,,,,,,,,,,,,,,,,,,,,,
467,ignorance,अग्यानि,,,,,,,,,,,,,,,,,,,,,,,
468,to be satisfied,अघय जुये,,,,,,,,,,,,,,,,,,,,,,,
469,"ordinary, common, Pulse curry for every day, fermented curry for a special time; signifying inappropriateness)",अघू,,,,,,,,,,,,,,,,,,,,,,,
470,to do something seperately,छुतिने,,,,,,,,,,,,,,,,,,,,,,,
471,His sons did the ceremony separately.,वाय कय्पिम पुजय छुतिना,,,,,,,,,,,,,,,,,,,,,,,
472,"damaged, spoilt",छुत्ती,,,,,,,,,,,,,,,,,,,,,,,
473,"Stained with ink, the dress is spoilt",मसि  किनः  वसाह  छुत्ती जुल ,,,,,,,,,,,,,,,,,,,,,,,
474,"to attach, to place, to fit",छुये,,,,,,,,,,,,,,,,,,,,,,,
475,The carpenter fitted the door leaves into the frame,कह्मी लुखय खापा chuta,,,,,,,,,,,,,,,,,,,,,,,
476,to adorn,छुये,,,,,,,,,,,,,,,,,,,,,,,
477,Her mother adorned her hair knot with a flower,मम्य सम्प्वालय स्वाम छुट,,,,,,,,,,,,,,,,,,,,,,,
478,He began to work this morning,वम सुथाम्निसेम ज्या  छुट ,,,,,,,,,,,,,,,,,,,,,,,
479,This morning she baked bread,वम सुथय मारी छुट,,,,,,,,,,,,,,,,,,,,,,,
480,sound of dripping,छुरू-छुरू,,,,,,,,,,,,,,,,,,,,,,,
481,to be mashed,च्वने,,,,,,,,,,,,,,,,,,,,,,,
482,The rice has got mashed,ज छुरू-छुरू च्वन,,,,,,,,,,,,,,,,,,,,,,,
483,"to insert, to thread, to pass throough",छुले,,,,,,,,,,,,,,,,,,,,,,,
484,to try to pass something into a hole,"छुला स्वये,",,,,,,,,,,,,,,,,,,,,,,,
